"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Europe & Central Asia","ECS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23577.4373552175","23305.7131754845","22693.0821224051","22219.0507752696","22028.1232411406","22345.8734331533","22640.3162588135","23260.1238281212","23715.1457352559","24352.2663798924","25462.5961173474","26040.1142316627","26539.4133598411","27113.8815869655","28083.5711215311","28895.3210065218","30112.1694969432","31286.2907472038","31648.2507250646","30039.1485234763","30791.9094698178","31577.2598939017","31668.0346183599","31894.0504873633","32291.5033915654","32724.4113294864","33204.2408910191","34073.9378737919","34765.1746060382","35345.8387826245","33459.050422701",
"Ecuador","ECU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8293.7406745374","8450.1514229952","8432.6186597681","8406.55767208239","8571.7392109198","8575.67491503774","8539.3379887525","8723.8290277137","8826.38699871056","8243.41104756172","8176.34444775576","8350.88532837319","8541.67230726848","8625.79251111208","9178.41807603603","9503.69468951352","9757.37510261875","9805.65121285274","10257.3996333732","10148.8659478336","10340.9702972165","10984.2837669942","11431.3756193625","11818.5868341087","12078.4743866036","11896.3751614302","11551.6159731776","11617.9122190573","11561.747853143","11370.603299072","10329.1987527594",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6086.68675366987","6016.9069690654","6152.92900367738","6203.06819620047","6321.25070751336","6483.31562051125","6671.08939267294","6897.52124163154","7138.21220132707","7422.83529863806","7744.71523809311","7867.50743983462","7905.41251956336","8007.6450292324","8184.06580830494","8397.03244402289","8814.14605018027","9274.97705396552","9763.50444936789","10031.0329555174","10340.0732290684","10302.4428451733","10301.1078078639","10290.1916223878","10353.6668042109","10570.4452320986","10795.8087417387","11014.4864791744","11366.3355206681","11763.2532849551","11951.4475270117",
"Euro area","EMU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32681.8506212813","33413.2282678344","33726.4120672149","33357.3105262631","34073.3268880529","34814.3319985059","35321.1532729958","36200.7393024014","37224.1057903006","38218.3535547907","39568.5427288748","40300.6426784341","40502.7697060144","40592.1205978292","41304.9434733264","41799.7838329725","42966.7477311635","44041.576385103","44010.5319838378","41862.9808621956","42639.4581434755","43411.9293171068","42910.3598123844","42649.5401643861","43094.95069459","43850.88931845","44543.9129137222","45609.5086721003","46346.102106396","47035.5968154498","43882.9710864098",
"Eritrea","ERI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27543.9192440024","28173.3872449524","28296.2556750477","27859.5430424821","28388.0126546931","29042.3441443907","29691.0967966209","30661.6548336809","31876.4395902943","33173.117195796","34757.615021513","35874.7529283016","36337.5551952878","36750.4418480689","37249.7735119425","37963.3658355296","38858.4710684887","39520.8222657597","39240.3951876123","37430.6785045715","37319.4762230353","36884.2592434253","35769.4600345792","35371.7398181963","35968.6201369865","37377.068016704","38477.5791805612","39528.9253872668","40256.9524767458","40803.6269757506","36219.938441774",
"Estonia","EST","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12730.7174142214","13558.5685292989","15503.8448315578","16332.8199308887","16215.5789517586","17765.2075336124","18952.1070075434","20364.0087374035","22049.6827903416","23691.1529865284","26096.9883386237","28814.9203164655","31140.5798350899","29621.7645299993","25337.175235261","26015.7463509325","27990.136407635","28997.3228845385","29525.1188635117","30494.0963031973","31038.8046287051","32008.9343566614","33821.93290847","35097.7041021572","36399.9292208916","35215.363815539",
"Ethiopia","ETH","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","767.013565341255","687.543151327826","605.770667570124","661.312446366602","659.091401254104","676.58665877163","736.947794249504","737.329554291231","691.216374522031","706.164340219382","727.766684744805","765.809379888096","755.43468922963","718.333023905387","793.093753452204","862.35534188426","929.694443425612","1008.13532290967","1086.69947540926","1150.20604388024","1259.02258051063","1360.93852243609","1437.37660668157","1545.17795600731","1656.63448899243","1779.0841114169","1894.89736397042","2021.56290796009","2103.51585836696","2221.40466452958","2296.82735215213",
"European Union","EUU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28523.4755192529","28839.0281717848","29039.7345598218","28799.1562081323","29494.5915357295","30261.799817215","30822.9572794049","31566.62237031","32460.9466800198","33332.3896073879","34592.1317066279","35328.3490877632","35691.8560755478","35953.6689066231","36811.1112810372","37443.9058895468","38689.1520393531","39844.4922891928","40064.6002940777","38261.5354064771","39006.3172267458","39780.8032119245","39439.9091565205","39342.7913928319","39889.2663895519","40752.175636383","41515.9362910486","42676.629432864","43555.8994416576","44389.109401939","41684.2205723971",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2918.21043751265","2620.14174066317","2572.49209549706","2521.19745846038","2453.63035258191","2434.63344023329","2513.9682646172","2587.25191582933","2701.13779639035","2750.80955391883","2839.51614378801","2893.2076344074","2956.85441956547","2883.33901197117","3136.04534122038","3270.03190052169","3413.86581204283","3563.38519810663","3692.69004330938","3806.17916101984","3984.19518192051","3911.88316834423","4085.20747479553","4191.40782368305","4258.45505127982","4292.35280941553","4324.94258604681","4335.99301546197","4367.59102980135","4404.50612052127","4113.91132806535",
"Finland","FIN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32939.3832880618","30831.6088058571","29648.7439434243","29310.3070704183","30340.8238404135","31499.80577579","32548.0151553704","34506.7718790729","36293.3915600144","37795.0577604714","39894.1944569685","40842.3417724243","41439.019233448","42168.6934671901","43724.9661225981","44786.9096643071","46412.2003478176","48664.265707071","48817.989492787","44662.100140396","45874.6613021399","46825.8248388831","45952.246383366","45328.5753218041","44976.7764487708","45072.5902146238","46206.7878130494","47570.133583848","48049.5837841337","48641.6240784137","47167.4272215864",
"Fiji","FJI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8451.42633494286","8146.94256432869","8538.5728688743","8599.25579862984","8912.15598864493","9019.26308506413","9344.20427124586","9042.40792321692","9075.1079419346","9798.35740186926","9575.86012654971","9732.4322650079","10027.4352886913","10117.5207831831","10630.4843665585","10656.1424018586","10771.4364058043","10573.5962297422","10566.9054034829","10319.3690883517","10547.9097854929","10787.6394816635","10919.4758320416","11429.3328826251","12058.0062359187","12569.0645600029","12820.7569917255","13429.3006222384","13846.1206565015","13684.2916962431","11450.7508343098",
"France","FRA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33732.0142120651","33897.2314368104","34268.5421707858","33905.8822631981","34576.5438089748","35177.6589424847","35548.6285199543","36250.6889604497","37413.4393609485","38494.9468158477","39732.2824515749","40226.6270677305","40388.6256508389","40433.4900386568","41272.6323754944","41643.9888864457","42367.5698646841","43127.2128556843","42996.2097818165","41546.4905796298","42147.6716766942","42864.0189689606","42790.6328838388","42816.2714819044","43021.3946358903","43345.7864281559","43705.1475593257","44577.0645745394","45284.0027939624","46017.7659610004","42313.1931088138",
"Faroe Islands","FRO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2995.50477415149","3137.36136511351","3179.20104485459","3354.78930859481","3269.85574955152","3450.24551549539","3316.51308020512","3110.84842325919","3207.41852567253","3264.68726049861","3434.09809300597","3516.22912634835","3540.18659017591","3600.04699838235","3498.25730331304","3586.13383148819","3609.1047711564","3574.44980822736","3518.44283994311","3576.86862929131","3659.63876623588","3756.90863055994","3649.44968018278","3468.16661703968","3340.20288328043","3448.30369231563","3437.38984001769","3490.13048688552","3460.90904773797","3465.5401920561","3368.54578268784",
"Gabon","GAB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18179.1700017022","18770.6037317334","17704.5264650538","17917.2191929917","18099.3957168527","18514.5679788508","18703.1666511865","19284.5301762362","19465.2452778791","17297.8060053767","16567.2456051163","16522.1973634649","16093.405140168","16060.6875826795","15767.1793679395","15761.1484780064","14894.693568942","15334.7235424854","14378.492978127","13934.8565686915","14415.4459113912","14883.4942581406","15082.6565608753","15342.1813095484","15437.2650293528","15510.0389513624","15359.7403963666","15006.8440374987","14743.6982429663","14945.8592935603","14320.8446459612",
"United Kingdom","GBR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31217.2180620417","30777.5279772286","30817.5181562369","31509.1898002654","32637.8387418524","33375.7096443327","34099.3165780632","35681.2441309556","36699.5204618144","37671.0698528973","38915.19753811","39569.1505056426","40238.5857905622","41265.1749737648","41997.606214029","42791.8967469818","43576.1977928989","44219.4876704115","43767.6957997483","41592.9278972389","42147.765559754","42429.2098322806","42754.540431536","43271.8274646448","44239.151059642","45041.0571798668","45712.7834267325","46372.38660351","46853.2011143804","47368.5844114534","42535.5813704526",
"Georgia","GEO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11135.4628892873","8724.29049929185","4769.99652400785","3346.56802542595","3045.04248414422","3243.84621344181","3740.48545328952","4268.69527327204","4511.48880328071","4737.405515582","4919.23187995616","5236.22280631371","5572.62200637586","6230.82190884126","6632.81426469502","7315.19848048057","8049.90605481459","9109.89774086377","9358.61458957779","9097.42124780979","9736.73209374292","10541.4719031056","11295.7540913053","11740.0891163337","12254.6456549529","12605.1400698178","12963.7439586374","13589.7073915159","14253.4089858441","14989.2581602038","13999.1024525007",
"Ghana","GHA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2404.50959305899","2459.25096330893","2481.87001592392","2528.9867089545","2540.68390617984","2574.83601508598","2624.17545170809","2666.12891694023","2723.29542883309","2774.32428422228","2807.36153105598","2849.00603714466","2905.23855716458","2982.08686784991","3071.80565100389","3172.17049937655","3290.06304712942","3345.63609135634","3558.78900180802","3637.47621778092","3828.41937142279","4261.62074782669","4548.57935362915","4769.07255916908","4794.14708368048","4785.99468331465","4837.53795658418","5115.90675022862","5315.25390473101","5540.04562697865","5445.72540720485",
"Gibraltar","GIB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1507.6406114626","1503.80122322653","1511.11381652106","1545.64868362882","1565.26670322855","1594.92922105259","1622.74920734186","1662.66198424865","1679.6918418646","1701.72975154294","1704.95637815442","1730.3021172772","1783.84999631609","1771.66008874541","1778.05158492949","1794.38316206281","1777.13474291415","1856.26108955038","1889.187950161","1825.67339769469","1870.80005065095","1932.50581465718","2002.32168676174","2035.31862675412","2061.69491695146","2087.93502637166","2253.47768258391","2417.80379491483","2499.70726640625","2567.03398696378","2670.82335507146",
"Gambia, The","GMB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2265.23347829401","2248.3805604021","2245.61080554391","2240.4535190241","2175.50441957614","2127.87472740805","2108.82849215863","2145.03090452489","2152.68199779871","2220.51964208374","2270.48649520816","2327.35435866192","2180.85250445442","2257.27783498198","2341.17318281022","2216.18606202049","2137.81852872171","2137.85713262186","2205.11439160073","2283.18617983918","2346.72047883159","2091.82876600813","2135.74423789688","2131.43602743993","2038.8025175488","2058.65814621739","2036.87715930988","2072.64683284207","2158.07755816639","2224.90984166364","2156.75472919213",
"Guinea-Bissau","GNB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1994.66147480128","2049.61396675926","2025.79392427664","2022.60873710539","2042.45930660842","2088.25530176769","2284.36915684457","2386.30154493425","1683.25021726757","1667.63152983175","1722.75748109366","1723.45304915319","1669.27025591944","1641.02891383706","1647.57806324477","1677.70868916866","1675.77017912103","1688.81368651749","1700.28551531301","1713.76353840849","1747.23748547332","1839.692741951","1760.88399471437","1770.47614739359","1740.89673703744","1800.06338150248","1864.26303518079","1925.23773659951","1901.93173857674","1939.2895096348","1847.46582390878",
"Equatorial Guinea","GNQ","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1039.98504940052","996.878344481045","1299.92547644393","1395.40346844647","1572.06232603683","1781.26487792261","2857.50227110432","6868.49317242093","8165.99403233497","9851.27558393835","11176.5189594963","17523.5451572879","20084.3430084807","21944.5056628252","29004.1867208956","32390.2074360136","33330.8905720164","36685.3433527448","41249.4865794728","39914.175308629","34732.2191497036","35377.736491918","36671.3574358438","33678.7378356066","32436.5535005511","28313.4331590396","24827.0321162643","22550.958161123","20386.0138677131","18502.563964039","17007.6247800252",
"Greece","GRC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24262.9476666025","24716.624625083","24700.2376345352","24162.4762908556","24522.6322013806","24920.8369522232","25521.3900219034","26534.6100298561","27415.7448270071","28149.9657204115","29133.9657170072","30180.3565817082","31249.5328586291","32981.4945809889","34565.061158675","34670.3352591864","36520.2063129292","37619.8239104436","37394.3345213543","35692.1006448057","33693.2114765963","30318.4046680383","28322.5730581368","27810.9112255691","28129.9613244489","28260.3866739065","28239.9192063819","28604.8609402657","29141.1743829385","29698.0304753909","27034.739132609",
"Grenada","GRD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8813.92383702039","8923.63130031847","8784.02556431912","8517.89510938453","8565.27944046766","8665.59406777069","8985.94796725548","9384.23619809227","10440.339240275","11116.314364945","11613.4153892276","11333.7361432869","11678.7440082908","12738.9057095146","12614.8241638688","14246.9927237107","13641.282973397","14442.8802800479","14541.8514410654","13537.7949164169","13412.7933652353","13444.648144173","13206.9742382866","13427.5519644025","14317.3257305619","15142.06257045","15614.2977914991","16217.4998498411","16827.4874344917","16867.5721321567","14488.5318680696",
"Greenland","GRL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5561.07068424542","5611.54226479013","5730.64595343889","5805.70952757189","5891.32743906363","6033.04269462534","6064.02081733548","6181.17234432379","6338.33807417112","6428.04797639113","6499.88328517311","6493.60646967771","6589.73707436894","6612.66987730145","6676.70453318824","6753.68253599957","6972.38159210706","7269.2062604465","7365.2804361703","7262.50010896451","7335.98897429945","7503.67465594417","7590.75546737921","7734.11770732066","7939.37437823934","8125.65553391647","8206.04798668298","8322.21680991504","8462.17210684372","8653.30819508205","8393.28464317623",
"Guam","GUM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4843.08584278028","5128.39425947678","5495.84214545307","5901.42004233288","6364.82277561331","6663.97313029773","7198.82630867479","7672.26034899005","7585.43656806086","7852.71083398642","7776.29823244524","7969.69816426679","8064.47780927205","8009.69585977209","8128.42501678488","7965.3674679648","8371.95130275511","8972.29100311083","9112.26017394183","9454.06800981618","9788.84875102514","10275.8759812654","10780.9365037376","11117.5227905855","11244.3973933469","11261.7795631327","11631.0567167505","12005.4051046745","12477.5806374013","13082.1814837162","18679.955428894",
"High income","HIC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32186.4973388978","32481.7794533638","33010.2344838044","33169.5412733693","34001.5725195934","34705.494494352","35536.055067333","36529.9697177986","37296.2622982663","38290.5468682138","39649.5177245987","39978.6740125724","40343.0595140984","41033.5395284394","42187.1085923147","43147.0154577224","44235.5011912419","45159.7916651648","45036.6178152553","43265.1246225215","44314.3370287848","45039.8232508969","45375.86631571","45778.1963146579","46492.9036904845","47384.9487624688","47986.0776500686","48880.1429360261","49794.4797447171","50473.6417554349","47956.4453763292",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28798.4585956938","30189.158562389","31803.2870900616","33200.2074000953","34420.2465393573","34546.4140309109","34453.8365759066","35910.6565279492","33517.192385152","34030.7705333159","36317.1206975424","36252.6608856787","36690.398955264","37886.4665283544","40862.6723656296","43690.3905052586","46463.5837078363","49043.9481656221","49788.8139701131","48459.9645781681","51360.9669751956","53472.9932695113","53785.1530062167","55230.8594343348","56359.2989916423","57215.948033846","58096.2992560876","59849.2481763342","61062.9476532626","59586.2040065092","56153.9714986058",
"Honduras","HND","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3990.02906523073","3749.17320680419","3866.11578810241","4002.96060044613","3899.71405099788","4024.99212236961","3984.5688268769","4049.97459904481","4077.5503060541","3935.73122753833","4108.77497718928","4109.76969711082","4154.92535715546","4235.62313709617","4390.47334152231","4546.24063500184","4733.54786940426","4914.32374334188","5011.60729945583","4787.86375108506","4866.97393107266","4956.40285182158","5065.45699900649","5113.45915051909","5177.41519718935","5283.41691357908","5395.61455082235","5561.99454219124","5680.36288396582","5736.18163330613","5138.38539820015",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1867.35145604614","1829.11026196209","1767.25547275063","1731.75698208886","1682.05465925723","1716.77933209333","1756.02156433563","1792.39715477502","1804.20932742158","1811.37739632375","1815.75308847718","1837.44713021652","1846.04404327582","1868.78825164526","1918.85285026104","1971.67142544552","2032.13443221643","2087.9386989689","2145.99255949248","2161.972949865","2231.45701204118","2260.7527183038","2267.33588438387","2329.1336558426","2395.28672963016","2435.01241559597","2476.22741932677","2527.34442377445","2561.69861473426","2599.78364219821","2536.51105610544",
"Croatia","HRV","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15146.7211507688","16273.5150276733","17355.8729628564","17749.614942296","17670.2248484058","18362.1060779701","19661.0607034572","20773.8477525022","21915.5592815094","22818.5414117485","23771.9464663943","24940.0225748023","26170.997299358","26670.2218698465","24754.161477653","24500.0694582758","24563.8486708378","24078.3320252521","24057.8093797366","24072.4400983461","24884.6665680837","25944.2597372804","27154.0861451509","28192.3300541175","29336.0870271692","27080.1918965843",
"Haiti","HTI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3541.41010739505","3537.29335354638","3284.9974840768","3047.94885586211","2633.70146636344","2841.2360835034","2905.31340594519","2930.60878970843","2941.81491196966","2969.1019172965","2943.72112826663","2884.21708555835","2866.16589406172","2917.29014045518","2832.07628580689","2872.03365344999","2876.07418022018","2963.69003804162","2994.76764989676","3122.14509204553","2900.90956874511","3003.22384258389","2973.96905936124","3057.91542060063","3066.85041749736","3102.3450134401","3116.48797407998","3153.29938869996","3165.30489593464","3073.32914007069","2934.24588114373",
"Hungary","HUN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16432.1051312871","15934.8309236764","15861.1060025956","16350.9236515131","16617.5937426802","16659.8806837542","17218.1747271296","17931.357698275","18534.4610696593","19415.0234727981","20252.4108736517","21273.1241216915","22205.5428987082","23367.6074313487","24419.828855367","25423.4251222191","25533.3675517641","25835.549688732","24168.9835948656","24486.0417269382","25012.2947004316","24825.5808329461","25343.7138398913","26485.4128230327","27531.6440790804","28218.2791845991","29501.1204204706","31121.6651409416","32553.6944730337","31099.6276007094",
"IBRD only","IBD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5080.19298119071","5018.92961500672","4964.19422211108","5014.99946173193","5056.79862559783","5166.74290388576","5355.93759448579","5535.25020052777","5567.8012200674","5706.39203892625","5965.97614464223","6105.41554540098","6307.06353546853","6608.13160503924","7030.00883235081","7435.2858534826","7940.80484754393","8525.54303330442","8899.49993670752","9004.9810506879","9576.62130667889","10042.603300263","10441.920025674","10854.9229994375","11233.3518866066","11594.8828094816","12022.4033778835","12516.0165360071","12992.5411727623","13372.0442633431","12973.0421097734",
"IDA & IBRD total","IBT","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4517.62234796075","4459.06991022085","4405.26016919714","4432.71055735293","4452.38097457528","4538.10030838634","4691.75883978349","4831.34260784843","4853.54111314593","4959.40513686334","5163.00758420654","5273.8610090907","5435.090877903","5673.74050206479","6014.5721434064","6338.88081968887","6740.39304030389","7201.36190898606","7491.32133768557","7573.61501822338","8019.91895877627","8377.18524860254","8680.22607105682","9002.41263705501","9298.66781157339","9570.47997373706","9886.2833602123","10254.5416825891","10608.6255510766","10881.3406638608","10537.4990250821",
"IDA total","IDA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2182.88006693218","2161.84249039433","2139.37085555227","2098.84322920932","2057.78623698676","2077.48192494233","2123.04553404344","2140.40831821922","2155.92498790362","2171.13573938975","2201.59474381412","2246.64873263582","2301.8294872392","2358.95659932108","2458.54587815272","2548.78258553057","2644.33203220508","2741.7931615505","2811.32943268575","2879.97684269805","2981.7893891814","3054.69812573467","3116.14028203669","3220.83307408748","3334.15953657763","3407.44764828367","3466.14625024515","3545.72190376646","3633.33645420484","3697.62888191802","3618.31164690653",
"IDA blend","IDB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3239.26114017443","3222.55951750735","3233.65454880706","3145.23541399853","3103.77886627372","3097.93767488637","3159.7149834922","3138.57595630536","3144.57024305657","3139.91466209789","3176.53200535179","3233.50037975352","3352.48176605486","3438.95119007919","3608.91178970595","3735.547501704","3859.71173096696","3981.50691849345","4029.50494336521","4148.81187091889","4274.67055378496","4360.7277586455","4452.3684438223","4583.09528862345","4730.698855591","4806.19443953848","4802.06142480016","4845.8255452983","4927.20891525303","4925.98022436527","4759.86883577322",
"Indonesia","IDN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4532.54035135559","4762.38814494768","4986.78382846442","5224.16593099065","5529.23218215473","5892.07175353953","6258.4365333455","6458.07260904197","5531.30328176938","5497.81473510997","5689.26022293799","5816.42541239047","5996.1899458873","6198.65326777627","6423.72071419191","6699.27209089739","6974.4456536936","7319.43438577559","7657.59471924865","7906.26195495465","8286.7328696642","8680.21334226207","9080.06611317194","9457.0185409728","9801.16628336906","10149.6038700252","10531.1109693569","10935.6317158256","11371.7255560847","11811.9755589147","11444.9606828103",
"IDA only","IDX","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1653.06390933236","1629.03390562489","1587.45593863384","1573.17541577248","1531.89969435664","1566.3723797711","1603.96070863919","1642.35341570473","1662.88784279526","1689.07521476568","1716.86047860614","1756.81102603551","1779.03605987798","1822.21128092687","1886.60042577634","1959.330693995","2041.29392388771","2127.12906857193","2208.6960446114","2250.71567150431","2339.78397303007","2405.16771970117","2450.25920870382","2541.38994238013","2636.8819445237","2709.03791302716","2801.3586805211","2900.75987649611","2992.77230010817","3092.95762379333","3059.11466823203",
"Isle of Man","IMN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1813.13585285933","1795.30232564185","1856.17058231009","1906.41205810096","1994.22691559137","2104.50529785712","2220.89320250659","2268.04308700965","2364.40868741219","2527.50834683286","2578.59152976725","2656.65520801002","2711.51184643283","2876.74338210669","3054.9188762472","3245.29988504694","3453.10566102738","3661.95550498001","3720.09264848072","3956.35901634727","4234.97957334912","4399.88823976669","4583.17319849986","4818.52255700075","5116.62910484768","5464.39405731625","5851.39488049329","6182.92210857444","6518.84505546755","6713.93221110725","6165.74676902048",
"Not classified","INX","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
